Name,Field_id
Foundry Mold and Coremakers,18
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",18
Furniture Finishers,18
Gas Plant Operators,18
Gem and Diamond Workers,18
"Glass Blowers, Molders, Benders, and Finishers",18
"Grinding and Polishing Workers, Hand",18
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",18
Helpers--Production Workers,18
Hydroelectric Plant Technicians,18
"Inspectors, Testers, Sorters, Samplers, and Weighers",18
Jewelers,18
Jewelers and Precious Stone and Metal Workers,18
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18
Laundry and Dry-Cleaning Workers,18
"Layout Workers, Metal and Plastic",18
Machinists,18
"Meat, Poultry, and Fish Cutters and Trimmers",18
Medical Appliance Technicians,18
"Metal Workers and Plastic Workers, All Other",18
Metal-Refining Furnace Operators and Tenders,18
Methane/Landfill Gas Generation System Technicians,18
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",18
"Mixing and Blending Machine Setters, Operators, and Tenders",18
"Model Makers, Metal and Plastic",18
"Model Makers, Wood",18
"Molders, Shapers, and Casters, Except Metal and Plastic",18
Molding and Casting Workers,18
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",18
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18
Nuclear Power Reactor Operators,18
Ophthalmic Laboratory Technicians,18
Packaging and Filling Machine Operators and Tenders,18
"Painters, Transportation Equipment",18
"Painting, Coating, and Decorating Workers",18
"Paper Goods Machine Setters, Operators, and Tenders",18
"Patternmakers, Metal and Plastic",18
"Patternmakers, Wood",18
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",18
Photographic Process Workers and Processing Machine Operators,18
"Plant and System Operators, All Other",18
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",18
"Potters, Manufacturing",18
"Pourers and Casters, Metal",18
Power Distributors and Dispatchers,18
Power Plant Operators,18
Precious Metal Workers,18
Prepress Technicians and Workers,18
"Pressers, Textile, Garment, and Related Materials",18
Print Binding and Finishing Workers,18
Printing Press Operators,18
"Production Workers, All Other",18
Recycling and Reclamation Workers,18
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",18
"Sawing Machine Setters, Operators, and Tenders, Wood",18
Semiconductor Processors,18
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",18
"Sewers, Hand",18
Sewing Machine Operators,18
Shoe and Leather Workers and Repairers,18
Shoe Machine Operators and Tenders,18
Slaughterers and Meat Packers,18
Solderers and Brazers,18
Stationary Engineers and Boiler Operators,18
"Stone Cutters and Carvers, Manufacturing",18
Structural Metal Fabricators and Fitters,18
"Tailors, Dressmakers, and Custom Sewers",18
Team Assemblers,18
Textile Bleaching and Dyeing Machine Operators and Tenders,18
"Textile Cutting Machine Setters, Operators, and Tenders",18
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",18
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",18
"Textile, Apparel, and Furnishings Workers, All Other",18
Timing Device Assemblers and Adjusters,18
Tire Builders,18
Tool and Die Makers,18
"Tool Grinders, Filers, and Sharpeners",18
Upholsterers,18
Water and Wastewater Treatment Plant and System Operators,18
"Welders, Cutters, and Welder Fitters",18
"Welders, Cutters, Solderers, and Brazers",18
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",18
"Woodworkers, All Other",18
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",18
Animal Control Workers,19
Bailiffs,19
Correctional Officers and Jailers,19
Criminal Investigators and Special Agents,19
Crossing Guards,19
Detectives and Criminal Investigators,19
Fire Inspectors,19
Fire Inspectors and Investigators,19
Fire Investigators,19
Firefighters,19
First-Line Supervisors of Correctional Officers,19
First-Line Supervisors of Fire Fighting and Prevention Workers,19
First-Line Supervisors of Police and Detectives,19
"First-Line Supervisors of Protective Service Workers, All Other",19
Fish and Game Wardens,19
Forest Fire Fighting and Prevention Supervisors,19
Forest Fire Inspectors and Prevention Specialists,19
Forest Firefighters,19
Gaming Surveillance Officers and Gaming Investigators,19
Immigration and Customs Inspectors,19
Intelligence Analysts,19
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",19
Municipal Fire Fighting and Prevention Supervisors,19
Municipal Firefighters,19
Parking Enforcement Workers,19
Police and Sheriff's Patrol Officers,19
Police Detectives,19
Police Identification and Records Officers,19
Police Patrol Officers,19
Private Detectives and Investigators,19
"Protective Service Workers, All Other",19
Retail Loss Prevention Specialists,19
Security Guards,19
Sheriffs and Deputy Sheriffs,19
Transit and Railroad Police,19
Transportation Security Screeners,19
Advertising Sales Agents,20
Cashiers,20
Counter and Rental Clerks,20
Demonstrators and Product Promoters,20
"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",20
Energy Brokers,20
First-Line Supervisors of Non-Retail Sales Workers,20
First-Line Supervisors of Retail Sales Workers,20
Gaming Change Persons and Booth Cashiers,20
Insurance Sales Agents,20
Models,20
Parts Salespersons,20
Real Estate Brokers,20
Real Estate Sales Agents,20
Retail Salespersons,20
"Sales Agents, Financial Services",20
"Sales Agents, Securities and Commodities",20
"Sales and Related Workers, All Other",20
Sales Engineers,20
"Sales Representatives, Services, All Other",20
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",20
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",20
Securities and Commodities Traders,20
"Securities, Commodities, and Financial Services Sales Agents",20
Solar Sales Representatives and Assessors,20
Telemarketers,20
Travel Agents,20
